head	tail	relation_type	batch_id
張燈結綵	張燈結彩	syn	syn-len4-b04-20260718
核反應堆	反應堆	syn	syn-len4-b04-20260718
武裝警察	武警	syn	syn-len4-b04-20260718
虛度光陰	蹉跎歲月	syn	syn-len4-b04-20260718
傳播媒介	傳媒	syn	syn-len4-b04-20260718
懷恨在心	記恨	syn	syn-len4-b04-20260718
全心投入	全力以赴	syn	syn-len4-b04-20260718
口齒伶俐	能言善辯	syn	syn-len4-b04-20260718
志趣相投	志同道合	syn	syn-len4-b04-20260718
熱帶地區	熱帶	syn	syn-len4-b04-20260718
結婚證書	婚書	syn	syn-len4-b04-20260718
自卑心理	自卑感	syn	syn-len4-b04-20260718
隻字不提	隻字未提	syn	syn-len4-b04-20260718
鼓舞人心	振奮人心	syn	syn-len4-b04-20260718
孩提時代	童年	syn	syn-len4-b04-20260718
心無旁騖	專心致志	syn	syn-len4-b04-20260718
心胸狹窄	心胸狹隘	syn	syn-len4-b04-20260718
第二職業	兼職	syn	syn-len4-b04-20260718
著名人物	知名人士	syn	syn-len4-b04-20260718
超級鏈接	超連結	syn	syn-len4-b04-20260718
重新做人	改過自新	syn	syn-len4-b04-20260718
至始至終	自始至終	syn	syn-len4-b04-20260718
親屬關係	親戚關係	syn	syn-len4-b04-20260718
不同以往	今非昔比	syn	syn-len4-b04-20260718
歷史遺跡	古跡	syn	syn-len4-b04-20260718
不分晝夜	夜以繼日	syn	syn-len4-b04-20260718
不言自明	不言而喻	syn	syn-len4-b04-20260718
寧缺毋濫	寧缺勿濫	syn	syn-len4-b04-20260718
年老體弱	年老體衰	syn	syn-len4-b04-20260718
有備無患	防患未然	syn	syn-len4-b04-20260718
自然選擇	天擇	syn	syn-len4-b04-20260718
觸摸屏幕	觸摸屏	syn	syn-len4-b04-20260718
重整旗鼓	重振旗鼓	syn	syn-len4-b04-20260718
人工受孕	人工受精	syn	syn-len4-b04-20260718
特寫鏡頭	特寫	syn	syn-len4-b04-20260718
稀土金屬	稀土	syn	syn-len4-b04-20260718
美侖美奐	美輪美奐	syn	syn-len4-b04-20260718
證據確鑿	鐵證如山	syn	syn-len4-b04-20260718
變化莫測	變幻莫測	syn	syn-len4-b04-20260718
不勝感激	感激不盡	syn	syn-len4-b04-20260718
得償所願	如願以償	syn	syn-len4-b04-20260718
相差不多	差不多	syn	syn-len4-b04-20260718
知書達理	知書識禮	syn	syn-len4-b04-20260718
駐車制動	手剎車	syn	syn-len4-b04-20260718
得來不易	來之不易	syn	syn-len4-b04-20260718
暗度陳倉	暗渡陳倉	syn	syn-len4-b04-20260718
著稱於世	聞名遐邇	syn	syn-len4-b04-20260718
富可敵國	腰纏萬貫	syn	syn-len4-b05-20260718
殫精竭慮	嘔心瀝血	syn	syn-len4-b05-20260718
比較而言	相對而言	syn	syn-len4-b05-20260718
深有同感	感同身受	syn	syn-len4-b05-20260718
色情電影	色情片	syn	syn-len4-b05-20260718
豪情萬丈	壯志凌雲	syn	syn-len4-b05-20260718
走親訪友	探親訪友	syn	syn-len4-b05-20260718
一較高下	一決高下	syn	syn-len4-b05-20260718
不告而別	不辭而別	syn	syn-len4-b05-20260718
勝券在握	穩操勝券	syn	syn-len4-b05-20260718
勞動保險	勞保	syn	syn-len4-b05-20260718
抽絲剝繭	條分縷析	syn	syn-len4-b05-20260718
海外僑胞	華僑	syn	syn-len4-b05-20260718
錦繡前程	大好前程	syn	syn-len4-b05-20260718
伸張正義	主持正義	syn	syn-len4-b05-20260718
低頭不語	默不作聲	syn	syn-len4-b05-20260718
太陽電池	太陽能電池	syn	syn-len4-b05-20260718
心如刀絞	心如刀割	syn	syn-len4-b05-20260718
打小報告	告密	syn	syn-len4-b05-20260718
直角三角	直角三角形	syn	syn-len4-b05-20260718
神經過敏	神經質	syn	syn-len4-b05-20260718
通風報信	通風報訊	syn	syn-len4-b05-20260718
人壽保險	壽險	syn	syn-len4-b05-20260718
全盛時期	全盛期	syn	syn-len4-b05-20260718
八月十五	中秋節	syn	syn-len4-b05-20260718
唔使客氣	別客氣	syn	syn-len4-b05-20260718
大開眼界	開眼界	syn	syn-len4-b05-20260718
專有名詞	專名	syn	syn-len4-b05-20260718
平方英尺	平方呎	syn	syn-len4-b05-20260718
悠哉悠哉	悠哉遊哉	syn	syn-len4-b05-20260718
求神拜佛	燒香拜佛	syn	syn-len4-b05-20260718
浪得虛名	徒有虛名	syn	syn-len4-b05-20260718
牛高馬大	人高馬大	syn	syn-len4-b05-20260718
甩皮甩骨	瘦骨嶙峋	syn	syn-len4-b05-20260718
相對密度	比重	syn	syn-len4-b05-20260718
絕代佳人	絕世佳人	syn	syn-len4-b05-20260718
自立自強	自強自立	syn	syn-len4-b05-20260718
重見光明	重見天日	syn	syn-len4-b05-20260718
雲霄飛車	過山車	syn	syn-len4-b05-20260718
不眠不休	廢寢忘食	syn	syn-len4-b05-20260718
反作用力	反作用	syn	syn-len4-b05-20260718
圖書館員	圖書管理員	syn	syn-len4-b05-20260718
安享晚年	頤養天年	syn	syn-len4-b05-20260718
性格不合	合不來	syn	syn-len4-b05-20260718
無線電波	電波	syn	syn-len4-b05-20260718
硝酸甘油	硝化甘油	syn	syn-len4-b05-20260718
一次方程	一次方程式	syn	syn-len4-b05-20260718
獨家新聞	獨家報導	syn	syn-len4-b05-20260718
科學幻想	科幻	syn	syn-len4-b05-20260718
一飽眼福	大飽眼福	syn	syn-len4-b05-20260718
正態分佈	常態分佈	syn	syn-len4-b05-20260718
真刀真槍	真槍實彈	syn	syn-len4-b05-20260718
高音喇叭	揚聲器	syn	syn-len4-b05-20260718
學齡兒童	學童	syn	syn-len4-b05-20260718
平淡無味	淡而無味	syn	syn-len4-b05-20260718
恍若隔世	恍如隔世	syn	syn-len4-b05-20260718
永無休止	永無止境	syn	syn-len4-b05-20260718
活字印刷	活版印刷	syn	syn-len4-b05-20260718
疏忽大意	粗心大意	syn	syn-len4-b05-20260718
縮成一團	蜷縮	syn	syn-len4-b05-20260718
趁虛而入	乘虛而入	syn	syn-len4-b05-20260718
金玉良言	至理名言	syn	syn-len4-b05-20260718
傷風感冒	感冒	syn	syn-len4-b05-20260718
加減乘除	四則運算	syn	syn-len4-b05-20260718
各色各樣	各式各樣	syn	syn-len4-b05-20260718
囂張氣焰	氣焰囂張	syn	syn-len4-b05-20260718
四肢無力	軟弱無力	syn	syn-len4-b05-20260718
測量工具	量具	syn	syn-len4-b05-20260718
繞來繞去	兜圈子	syn	syn-len4-b05-20260718
荷槍實彈	真槍實彈	syn	syn-len4-b05-20260718
表露無遺	暴露無遺	syn	syn-len4-b05-20260718
裝甲部隊	裝甲兵	syn	syn-len4-b05-20260718
貌美如花	如花似玉	syn	syn-len4-b05-20260718
風水先生	風水師	syn	syn-len4-b05-20260718
上層社會	上流社會	syn	syn-len4-b05-20260718
凱旋歸來	凱旋而歸	syn	syn-len4-b05-20260718
勢在必得	志在必得	syn	syn-len4-b05-20260718
反式脂肪	反式脂肪酸	syn	syn-len4-b05-20260718
如期完成	按時完成	syn	syn-len4-b05-20260718
滿口答應	滿口應承	syn	syn-len4-b05-20260718
衣衫不整	衣冠不整	syn	syn-len4-b05-20260718
鑑賞能力	鑑賞力	syn	syn-len4-b05-20260718
一語中的	一語破的	syn	syn-len4-b05-20260718
上半部分	上半部	syn	syn-len4-b05-20260718
交叉學科	跨學科	syn	syn-len4-b05-20260718
十字街頭	十字路口	syn	syn-len4-b05-20260718
呲牙咧嘴	齜牙咧嘴	syn	syn-len4-b05-20260718
左思右想	思前想後	syn	syn-len4-b05-20260718
操作環境	作業環境	syn	syn-len4-b05-20260718
毫髮無損	安然無恙	syn	syn-len4-b05-20260718
結婚典禮	婚禮	syn	syn-len4-b05-20260718
臨危不亂	臨危不懼	syn	syn-len4-b05-20260718
自尋死路	自取滅亡	syn	syn-len4-b05-20260718
追根溯源	追根究底	syn	syn-len4-b05-20260718
指手劃腳	指手畫腳	syn	syn-len4-b05-20260718
殺雞儆猴	殺一儆百	syn	syn-len4-b05-20260718
直接了當	直截了當	syn	syn-len4-b05-20260718
人盡皆知	眾所周知	syn	syn-len4-b05-20260718
化妝舞會	化裝舞會	syn	syn-len4-b05-20260718
揭幕儀式	揭幕式	syn	syn-len4-b05-20260718
泛泛之輩	平庸之輩	syn	syn-len4-b05-20260718
裝瘋賣傻	裝傻充愣	syn	syn-len4-b05-20260718
避而不談	閉口不談	syn	syn-len4-b05-20260718
人口結構	人口構成	syn	syn-len4-b05-20260718
僅作參考	僅供參考	syn	syn-len4-b05-20260718
吸食毒品	吸毒	syn	syn-len4-b05-20260718
大展身手	大顯身手	syn	syn-len4-b05-20260718
巾幗英雄	女中豪傑	syn	syn-len4-b05-20260718
忽隱忽現	若隱若現	syn	syn-len4-b05-20260718
花容月貌	閉月羞花	syn	syn-len4-b05-20260718
阿斯匹林	阿司匹林	syn	syn-len4-b05-20260718
全身麻醉	全麻	syn	syn-len4-b05-20260718
家財萬貫	腰纏萬貫	syn	syn-len4-b05-20260718
狼心狗肺	蛇蠍心腸	syn	syn-len4-b05-20260718
自我解嘲	自嘲	syn	syn-len4-b05-20260718
過街天橋	行人天橋	syn	syn-len4-b05-20260718
一閃即逝	稍縱即逝	syn	syn-len4-b05-20260718
二號人物	二把手	syn	syn-len4-b05-20260718
天差地別	天壤之別	syn	syn-len4-b05-20260718
意志消沉	灰心喪氣	syn	syn-len4-b05-20260718
感覺器官	感官	syn	syn-len4-b05-20260718
毫不懷疑	毫無疑問	syn	syn-len4-b05-20260718
亂作一團	亂成一團	syn	syn-len4-b05-20260718
全然不同	截然不同	syn	syn-len4-b05-20260718
同生共死	生死與共	syn	syn-len4-b05-20260718
春秋時代	春秋時期	syn	syn-len4-b05-20260718
無縫連接	無縫接軌	syn	syn-len4-b05-20260718
胡編亂造	憑空捏造	syn	syn-len4-b05-20260718
包辦婚姻	盲婚啞嫁	syn	syn-len4-b05-20260718
同聲翻譯	同聲傳譯	syn	syn-len4-b05-20260718
花粉過敏	花粉症	syn	syn-len4-b05-20260718
送貨到家	送貨上門	syn	syn-len4-b05-20260718
應付自如	得心應手	syn	syn-len4-b05-20260718
懶懶散散	懶散	syn	syn-len4-b05-20260718
盡其所能	盡力而為	syn	syn-len4-b05-20260718
算術平均	算術平均數	syn	syn-len4-b05-20260718
辦公時間	上班時間	syn	syn-len4-b05-20260718
嚴於律己	嚴以律己	syn	syn-len4-b05-20260718
年終獎金	花紅	syn	syn-len4-b05-20260718
自我檢討	反省	syn	syn-len4-b05-20260718
青銅時代	青銅器時代	syn	syn-len4-b05-20260718
生平簡介	簡歷	syn	syn-len4-b05-20260718
標題新聞	頭條	syn	syn-len4-b05-20260718
風姿綽約	綽約多姿	syn	syn-len4-b05-20260718
混混沌沌	渾渾噩噩	syn	syn-len4-b05-20260718
藏污納垢	藏垢納污	syn	syn-len4-b06-20260718
一哄而上	蜂擁而上	syn	syn-len4-b06-20260718
乙型腦炎	乙腦	syn	syn-len4-b06-20260718
偷雞摸狗	偷偷摸摸	syn	syn-len4-b06-20260718
力大無窮	力大無比	syn	syn-len4-b06-20260718
堅決否認	矢口否認	syn	syn-len4-b06-20260718
天色已晚	夜幕降臨	syn	syn-len4-b06-20260718
惰性氣體	稀有氣體	syn	syn-len4-b06-20260718
生死之交	莫逆之交	syn	syn-len4-b06-20260718
重重包圍	層層包圍	syn	syn-len4-b06-20260718
隻手遮天	一手遮天	syn	syn-len4-b06-20260718
不論如何	無論如何	syn	syn-len4-b06-20260718
公共財產	公產	syn	syn-len4-b06-20260718
大聲喊叫	大喊大叫	syn	syn-len4-b06-20260718
撕破臉皮	撕破臉	syn	syn-len4-b06-20260718
死而無憾	死而無悔	syn	syn-len4-b06-20260718
自動自發	自覺自願	syn	syn-len4-b06-20260718
舊事重提	重提舊事	syn	syn-len4-b06-20260718
軍官學校	軍校	syn	syn-len4-b06-20260718
心理學系	心理系	syn	syn-len4-b06-20260718
熱身運動	熱身	syn	syn-len4-b06-20260718
薪火相傳	薪盡火傳	syn	syn-len4-b06-20260718
防護眼鏡	護目鏡	syn	syn-len4-b06-20260718
一展身手	大顯身手	syn	syn-len4-b06-20260718
前後矛盾	自相矛盾	syn	syn-len4-b06-20260718
愛管閒事	多管閒事	syn	syn-len4-b06-20260718
感觸良多	感慨萬千	syn	syn-len4-b06-20260718
了無牽掛	無牽無掛	syn	syn-len4-b06-20260718
命運註定	命中註定	syn	syn-len4-b06-20260718
在此之後	此後	syn	syn-len4-b06-20260718
妙齡女子	妙齡女郎	syn	syn-len4-b06-20260718
幾次三番	三番四次	syn	syn-len4-b06-20260718
瘋言瘋語	胡言亂語	syn	syn-len4-b06-20260718
紅光滿面	容光煥發	syn	syn-len4-b06-20260718
詞不達意	辭不達意	syn	syn-len4-b06-20260718
不論怎樣	無論如何	syn	syn-len4-b06-20260718
名門望族	名門貴族	syn	syn-len4-b06-20260718
四處奔走	東奔西走	syn	syn-len4-b06-20260718
心無雜念	心無旁騖	syn	syn-len4-b06-20260718
開始比賽	開賽	syn	syn-len4-b06-20260718
陳詞濫調	老生常談	syn	syn-len4-b06-20260718
不守信用	言而無信	syn	syn-len4-b06-20260718
不知廉恥	恬不知恥	syn	syn-len4-b06-20260718
不論怎麼	無論如何	syn	syn-len4-b06-20260718
來去自如	進退自如	syn	syn-len4-b06-20260718
城市區域	市區	syn	syn-len4-b06-20260718
外國資本	外資	syn	syn-len4-b06-20260718
始終不變	始終如一	syn	syn-len4-b06-20260718
富貴榮華	榮華富貴	syn	syn-len4-b06-20260718
陰曹地府	陰間	syn	syn-len4-b06-20260718
完整無缺	完好無缺	syn	syn-len4-b06-20260718
心懷不軌	居心不良	syn	syn-len4-b06-20260718
惹人注目	引人注目	syn	syn-len4-b06-20260718
戰死沙場	陣亡	syn	syn-len4-b06-20260718
一國之君	一國之主	syn	syn-len4-b06-20260718
拔腿就跑	拔足狂奔	syn	syn-len4-b06-20260718
神智不清	神志不清	syn	syn-len4-b06-20260718
纖塵不染	一塵不染	syn	syn-len4-b06-20260718
茶飯不思	茶飯無心	syn	syn-len4-b06-20260718
衝口而出	脱口而出	syn	syn-len4-b06-20260718
露出馬腳	敗露	syn	syn-len4-b06-20260718
一片苦心	一番苦心	syn	syn-len4-b06-20260718
三氯甲烷	氯仿	syn	syn-len4-b06-20260718
大氣壓力	氣壓	syn	syn-len4-b06-20260718
直來直往	直來直去	syn	syn-len4-b06-20260718
草草了事	敷衍了事	syn	syn-len4-b06-20260718
裝甲車輛	裝甲車	syn	syn-len4-b06-20260718
飽和狀態	飽和	syn	syn-len4-b06-20260718
實況轉播	現場直播	syn	syn-len4-b06-20260718
目眩神迷	眼花繚亂	syn	syn-len4-b06-20260718
結拜兄弟	把兄弟	syn	syn-len4-b06-20260718
英勇犧牲	為國捐軀	syn	syn-len4-b06-20260718
凌亂不堪	亂七八糟	syn	syn-len4-b06-20260718
日落西山	日薄西山	syn	syn-len4-b06-20260718
水陸兩棲	兩棲	syn	syn-len4-b06-20260718
荒淫無度	荒淫無道	syn	syn-len4-b06-20260718
薩克斯風	薩克斯管	syn	syn-len4-b06-20260718
心術不正	居心不良	syn	syn-len4-b06-20260718
牢記在心	銘記在心	syn	syn-len4-b06-20260718
傳播媒體	傳媒	syn	syn-len4-b06-20260718
小題大作	小題大做	syn	syn-len4-b06-20260718
幾何級數	等比級數	syn	syn-len4-b06-20260718
網絡日記	網誌	syn	syn-len4-b06-20260718
行動電話	手機	syn	syn-len4-b06-20260718
視覺神經	視神經	syn	syn-len4-b06-20260718
一字不漏	一字不落	syn	syn-len4-b06-20260718
千挑萬選	精挑細選	syn	syn-len4-b06-20260718
地痞流氓	地痞	syn	syn-len4-b06-20260718
正正經經	一本正經	syn	syn-len4-b06-20260718
出人意表	出人意料	syn	syn-len4-b06-20260718
化石燃料	礦物燃料	syn	syn-len4-b06-20260718
天才兒童	神童	syn	syn-len4-b06-20260718
機械工人	機工	syn	syn-len4-b06-20260718
絕頂聰明	聰明絕頂	syn	syn-len4-b06-20260718
觀察人士	觀察員	syn	syn-len4-b06-20260718
雜技表演	雜技	syn	syn-len4-b06-20260718
修心養性	修身養性	syn	syn-len4-b06-20260718
同胞兄弟	親兄弟	syn	syn-len4-b06-20260718
喜不自禁	欣喜若狂	syn	syn-len4-b06-20260718
坐視不理	袖手旁觀	syn	syn-len4-b06-20260718
徘徊不前	裹足不前	syn	syn-len4-b06-20260718
知識份子	知識分子	syn	syn-len4-b06-20260718
長生不死	長生不老	syn	syn-len4-b06-20260718
別無他法	無計可施	syn	syn-len4-b06-20260718
化學治療	化療	syn	syn-len4-b06-20260718
大禍臨頭	大難臨頭	syn	syn-len4-b06-20260718
大有希望	大有可為	syn	syn-len4-b06-20260718
引體向上	引體上升	syn	syn-len4-b06-20260718
懸崖絕壁	懸崖峭壁	syn	syn-len4-b06-20260718
皮包公司	空殼公司	syn	syn-len4-b06-20260718
神乎其技	出神入化	syn	syn-len4-b06-20260718
一次能源	初級能源	syn	syn-len4-b06-20260718
結婚儀式	婚禮	syn	syn-len4-b06-20260718
惹禍上身	自找麻煩	syn	syn-len4-b06-20260718
既成事實	木已成舟	syn	syn-len4-b06-20260718
面壁思過	閉門思過	syn	syn-len4-b06-20260718
總司令部	司令部	syn	syn-len4-b06-20260718
不可分離	密不可分	syn	syn-len4-b06-20260718
嚴刑拷打	嚴刑逼供	syn	syn-len4-b06-20260718
印象主義	印象派	syn	syn-len4-b06-20260718
液體燃料	燃油	syn	syn-len4-b06-20260718
大發慈悲	慈悲為懷	syn	syn-len4-b06-20260718
所見略同	不謀而合	syn	syn-len4-b06-20260718
直接選舉	直選	syn	syn-len4-b06-20260718
外層空間	外太空	syn	syn-len4-b06-20260718
日夜兼程	披星戴月	syn	syn-len4-b06-20260718
公開指責	口誅筆伐	syn	syn-len4-b06-20260718
電光石火	電光火石	syn	syn-len4-b06-20260718
白跑一趟	徒勞無功	syn	syn-len4-b06-20260718
平頭百姓	老百姓	syn	syn-len4-b06-20260718
上古時代	上古	syn	syn-len4-b06-20260718
肢體衝突	肢體暴力	syn	syn-len4-b06-20260718
低筋麪粉	低筋	syn	syn-len4-b06-20260718
大費周章	煞費苦心	syn	syn-len4-b06-20260718
作者不詳	佚名	syn	syn-len4-b06-20260718
絲毫不差	一模一樣	syn	syn-len4-b06-20260718
分身乏術	應接不暇	syn	syn-len4-b06-20260718
外柔內剛	綿裏藏針	syn	syn-len4-b06-20260718
止咳糖漿	止咳水	syn	syn-len4-b06-20260718
面臨困難	碰到困難	syn	syn-len4-b06-20260718
偶然事件	意外	syn	syn-len4-b06-20260718
生產過剩	供過於求	syn	syn-len4-b06-20260718
中心內容	中心思想	syn	syn-len4-b06-20260718
後勤人員	後勤	syn	syn-len4-b06-20260718
貌不驚人	其貌不揚	syn	syn-len4-b06-20260718
獨立精神	獨立自主	syn	syn-len4-b06-20260718
稽查人員	稽查	syn	syn-len4-b06-20260718
屍體解剖	驗屍	syn	syn-len4-b07-20260718
揚名立萬	名揚四海	syn	syn-len4-b07-20260718
替身演員	替身	syn	syn-len4-b07-20260718
淚水漣漣	淚流滿面	syn	syn-len4-b07-20260718
滿天繁星	繁星點點	syn	syn-len4-b07-20260718
濫殺無辜	濫殺	syn	syn-len4-b07-20260718
顛倒過來	反過來	syn	syn-len4-b07-20260718
一如往昔	一如既往	syn	syn-len4-b07-20260718
人心難測	人心叵測	syn	syn-len4-b07-20260718
健美運動	健美	syn	syn-len4-b07-20260718
出乎預料	出人意料	syn	syn-len4-b07-20260718
大傷腦筋	絞盡腦汁	syn	syn-len4-b07-20260718
婷婷玉立	亭亭玉立	syn	syn-len4-b07-20260718
民間習俗	民俗	syn	syn-len4-b07-20260718
深情厚誼	深情厚意	syn	syn-len4-b07-20260718
肉食動物	食肉獸	syn	syn-len4-b07-20260718
進行編程	編程	syn	syn-len4-b07-20260718
重新開機	重新啟動	syn	syn-len4-b07-20260718
一語不發	一言不發	syn	syn-len4-b07-20260718
人面獸心	衣冠禽獸	syn	syn-len4-b07-20260718
偶像崇拜	崇拜偶像	syn	syn-len4-b07-20260718
兩把刷子	有兩下子	syn	syn-len4-b07-20260718
勤奮刻苦	刻苦耐勞	syn	syn-len4-b07-20260718
化學肥料	化肥	syn	syn-len4-b07-20260718
名門世家	名門望族	syn	syn-len4-b07-20260718
基因改造	基因工程	syn	syn-len4-b07-20260718
慘遭殺害	遇害	syn	syn-len4-b07-20260718
民意測驗	民調	syn	syn-len4-b07-20260718
潔身自愛	潔身自好	syn	syn-len4-b07-20260718
羞愧難當	無地自容	syn	syn-len4-b07-20260718
肺結核病	肺結核	syn	syn-len4-b07-20260718
蓋棺定論	蓋棺論定	syn	syn-len4-b07-20260718
課外作業	功課	syn	syn-len4-b07-20260718
遮風避雨	遮風擋雨	syn	syn-len4-b07-20260718
冒冒失失	冒失	syn	syn-len4-b07-20260718
反面人物	反派	syn	syn-len4-b07-20260718
字字珠璣	字字珠玉	syn	syn-len4-b07-20260718
小寫字母	小寫	syn	syn-len4-b07-20260718
後繼無人	後繼乏人	syn	syn-len4-b07-20260718
捏一把汗	捏一把冷汗	syn	syn-len4-b07-20260718
烽煙四起	烽火連天	syn	syn-len4-b07-20260718
無可限量	前途無量	syn	syn-len4-b07-20260718
生殺大權	生殺予奪	syn	syn-len4-b07-20260718
驕傲自大	驕傲自滿	syn	syn-len4-b07-20260718
一己之私	私心	syn	syn-len4-b07-20260718
一驚一乍	大驚小怪	syn	syn-len4-b07-20260718
嘻皮笑臉	嬉皮笑臉	syn	syn-len4-b07-20260718
家庭地址	住址	syn	syn-len4-b07-20260718
心醉神迷	如痴如醉	syn	syn-len4-b07-20260718
懊悔不已	後悔莫及	syn	syn-len4-b07-20260718
打成平手	不分勝負	syn	syn-len4-b07-20260718
煞有其事	煞有介事	syn	syn-len4-b07-20260718
萬分感激	感激不盡	syn	syn-len4-b07-20260718
貫徹始終	始終如一	syn	syn-len4-b07-20260718
跪地求饒	求饒	syn	syn-len4-b07-20260718
難逃一死	在劫難逃	syn	syn-len4-b07-20260718
頭暈腦脹	頭昏腦脹	syn	syn-len4-b07-20260718
倒打一耙	反咬一口	syn	syn-len4-b07-20260718
傻瓜相機	傻瓜機	syn	syn-len4-b07-20260718
尋死覓活	尋死	syn	syn-len4-b07-20260718
從中作梗	作梗	syn	syn-len4-b07-20260718
活力充沛	朝氣蓬勃	syn	syn-len4-b07-20260718
片言隻語	隻言片語	syn	syn-len4-b07-20260718
一切就緒	準備就緒	syn	syn-len4-b07-20260718
不法份子	不法分子	syn	syn-len4-b07-20260718
大展鴻圖	大展宏圖	syn	syn-len4-b07-20260718
振振有辭	振振有詞	syn	syn-len4-b07-20260718
殺人案件	謀殺案	syn	syn-len4-b07-20260718
牙科醫生	牙醫	syn	syn-len4-b07-20260718
碩大無比	碩大無朋	syn	syn-len4-b07-20260718
緊密相聯	息息相關	syn	syn-len4-b07-20260718
和平談判	和談	syn	syn-len4-b07-20260718
多重人格	人格分裂	syn	syn-len4-b07-20260718
心腹大患	心腹之患	syn	syn-len4-b07-20260718
提綱挈領	綱舉目張	syn	syn-len4-b07-20260718
死到臨頭	大難臨頭	syn	syn-len4-b07-20260718
疾馳而過	呼嘯而過	syn	syn-len4-b07-20260718
稱霸世界	稱霸全球	syn	syn-len4-b07-20260718
突圍而出	突圍	syn	syn-len4-b07-20260718
萬丈光芒	光芒萬丈	syn	syn-len4-b07-20260718
開山鼻祖	開山祖師	syn	syn-len4-b07-20260718
人神共憤	天怒人怨	syn	syn-len4-b07-20260718
傷及無辜	殃及無辜	syn	syn-len4-b07-20260718
名門閨秀	大家閨秀	syn	syn-len4-b07-20260718
熟門熟路	輕車熟路	syn	syn-len4-b07-20260718
狗血噴頭	狗血淋頭	syn	syn-len4-b07-20260718
破敗不堪	破舊不堪	syn	syn-len4-b07-20260718
全球暖化	氣候暖化	syn	syn-len4-b07-20260718
故作深沉	故作高深	syn	syn-len4-b07-20260718
故技重施	故態復萌	syn	syn-len4-b07-20260718
親自掛帥	親自出馬	syn	syn-len4-b07-20260718
踽踽獨行	獨來獨往	syn	syn-len4-b07-20260718
不可言喻	難以言喻	syn	syn-len4-b07-20260718
嚴懲不貸	嚴懲	syn	syn-len4-b07-20260718
永續發展	可持續發展	syn	syn-len4-b07-20260718
烤麪包機	多士爐	syn	syn-len4-b07-20260718
知錯能改	知錯必改	syn	syn-len4-b07-20260718
聲名大噪	名噪一時	syn	syn-len4-b07-20260718
誇下海口	口出狂言	syn	syn-len4-b07-20260718
重修舊好	言歸於好	syn	syn-len4-b07-20260718
音訊全無	杳無音訊	syn	syn-len4-b07-20260718
頗感興趣	興趣盎然	syn	syn-len4-b07-20260718
一夕之間	一夜之間	syn	syn-len4-b07-20260718
一心二用	心猿意馬	syn	syn-len4-b07-20260718
共聚一堂	濟濟一堂	syn	syn-len4-b07-20260718
函授教育	函授	syn	syn-len4-b07-20260718
奮勇向前	勇往直前	syn	syn-len4-b07-20260718
方寸大亂	方寸已亂	syn	syn-len4-b07-20260718
果實累累	碩果累累	syn	syn-len4-b07-20260718
轉向信號	轉向燈	syn	syn-len4-b07-20260718
遠隔千里	千里迢迢	syn	syn-len4-b07-20260718
威武雄壯	威風凜凜	syn	syn-len4-b07-20260718
惹人討厭	討人嫌	syn	syn-len4-b07-20260718
扶危濟困	濟困扶危	syn	syn-len4-b07-20260718
擠來擠去	推推搡搡	syn	syn-len4-b07-20260718
有勇有謀	智勇雙全	syn	syn-len4-b07-20260718
歷史久遠	源遠流長	syn	syn-len4-b07-20260718
瀏覽軟件	瀏覽器	syn	syn-len4-b07-20260718
生日賀卡	生日卡	syn	syn-len4-b07-20260718
能源短缺	能源危機	syn	syn-len4-b07-20260718
轉眼即逝	轉瞬即逝	syn	syn-len4-b07-20260718
逆向行駛	逆行	syn	syn-len4-b07-20260718
刑事警察	刑警	syn	syn-len4-b07-20260718
即興發揮	即興表演	syn	syn-len4-b07-20260718
落入法網	落網	syn	syn-len4-b07-20260718
趁人之危	乘人之危	syn	syn-len4-b07-20260718
開幕典禮	開幕式	syn	syn-len4-b07-20260718
黎明時分	拂曉	syn	syn-len4-b07-20260718
兩廂情願	兩相情願	syn	syn-len4-b07-20260718
口舌之爭	口角	syn	syn-len4-b07-20260718
因公殉職	以身殉職	syn	syn-len4-b07-20260718
奇談怪論	無稽之談	syn	syn-len4-b07-20260718
家道中落	敗落	syn	syn-len4-b07-20260718
一派胡言	胡言亂語	syn	syn-len4-b07-20260718
不疾不徐	不慌不忙	syn	syn-len4-b07-20260718
切中要害	一針見血	syn	syn-len4-b07-20260718
呼吸器官	呼吸系統	syn	syn-len4-b07-20260718
大顯神威	大顯身手	syn	syn-len4-b07-20260718
工業國家	工業國	syn	syn-len4-b07-20260718
收歸國有	國有化	syn	syn-len4-b07-20260718
時日無多	來日無多	syn	syn-len4-b07-20260718
水上摩托	水上電單車	syn	syn-len4-b07-20260718
溝溝坎坎	坎坷	syn	syn-len4-b07-20260718
瞬息之間	彈指之間	syn	syn-len4-b07-20260718
言出必行	言而有信	syn	syn-len4-b07-20260718
離開故鄉	背井離鄉	syn	syn-len4-b07-20260718
三心兩意	三心二意	syn	syn-len4-b07-20260718
前俯後仰	前仰後合	syn	syn-len4-b07-20260718
文筆流暢	行文流暢	syn	syn-len4-b07-20260718
暮鼓晨鐘	晨鐘暮鼓	syn	syn-len4-b07-20260718
泄露天機	洩露天機	syn	syn-len4-b07-20260718
立杆見影	立竿見影	syn	syn-len4-b07-20260718
雙宿雙飛	出雙入對	syn	syn-len4-b07-20260718
全盤接受	照單全收	syn	syn-len4-b07-20260718
困惑不解	大惑不解	syn	syn-len4-b07-20260718
國際法庭	國際法院	syn	syn-len4-b07-20260718
