literal	pos	family	voice	note	source	confidence
內蒙	u			no-source	fallback	low
前一	u			no-source	fallback	low
哈利波特	u			no-source	fallback	low
回車	u			no-source	fallback	low
牴觸	n,v			cow-multi	cow	medium
簡要	u			no-source	fallback	low
魚兒	u			no-source	fallback	low
是世界上	u			no-source	fallback	low
然後又	u			no-source	fallback	low
發飆	u			no-source	fallback	low
聽我	u			no-source	fallback	low
下週一	u			no-source	fallback	low
債權	u			no-source	fallback	low
同城	u			no-source	fallback	low
哭着	u			no-source	fallback	low
四天	u			no-source	fallback	low
小李	u			no-source	fallback	low
彈簧	n			cow-single	cow	medium
我和你	u			no-source	fallback	low
打打	u			no-source	fallback	low
批發市場	n			len4-noun-heuristic	heuristic	medium
振盪	n			cow-single	cow	medium
最小的	u			no-source	fallback	low
李連杰	u			no-source	fallback	low
檯球	u			no-source	fallback	low
此爲	u			no-source	fallback	low
稅費	u			no-source	fallback	low
馬自達	u			no-source	fallback	low
增高	v			cow-single	cow	medium
多歲	u			no-source	fallback	low
想一想	u			no-source	fallback	low
握着	u			no-source	fallback	low
浙大	u			no-source	fallback	low
盛會	u			no-source	fallback	low
大山	n			cow-single	cow	medium
產出	u			no-source	fallback	low
看球	u			no-source	fallback	low
破解版	u			no-source	fallback	low
競價	u			no-source	fallback	low
絕對不是	u			no-source	fallback	low
虛擬機	u			no-source	fallback	low
這條路	u			no-source	fallback	low
鋼管	u			no-source	fallback	low
駕校	u			no-source	fallback	low
兩會	u			no-source	fallback	low
工藝品	u			no-source	fallback	low
病理	n			cow-single	cow	medium
真是太	u			no-source	fallback	low
磷	n			cow-single	cow	medium
詹姆斯	u			no-source	fallback	low
賽後	u			no-source	fallback	low
輔導員	u			no-source	fallback	low
農業生產	u			no-source	fallback	low
首創	u			no-source	fallback	low
之日	u			no-source	fallback	low
嚴重影響	u			no-source	fallback	low
教育網	u			no-source	fallback	low
武昌	u			no-source	fallback	low
溫情	u			no-source	fallback	low
高跟鞋	u			no-source	fallback	low
八一	x			numeral	heuristic	high
分銷	u			no-source	fallback	low
圖中	u			no-source	fallback	low
地下室	n			cow-single	cow	medium
漁業	u			no-source	fallback	low
立案	u			no-source	fallback	low
聽懂	u			no-source	fallback	low
與會	u			no-source	fallback	low
賬單	u			no-source	fallback	low
逝世	u			no-source	fallback	low
黨組	u			no-source	fallback	low
不變的	u			no-source	fallback	low
到這	u			no-source	fallback	low
十多年	u			no-source	fallback	low
宜昌	u			no-source	fallback	low
很短	u			no-source	fallback	low
濰坊	u			no-source	fallback	low
生豬	u			no-source	fallback	low
直轄市	u			no-source	fallback	low
科學研究	u			no-source	fallback	low
臺式	u			no-source	fallback	low
車裏	u			no-source	fallback	low
軟件開發	u			no-source	fallback	low
那還	u			no-source	fallback	low
飯後	u			no-source	fallback	low
區政府	u			no-source	fallback	low
古鎮	u			no-source	fallback	low
必不可少	u			no-source	fallback	low
經商	n,v			cow-multi	cow	medium
公測	u			no-source	fallback	low
插座	n			cow-single	cow	medium
放不下	u			no-source	fallback	low
旗艦	n			cow-single	cow	medium
淫穢	u			no-source	fallback	low
那臺	u			no-source	fallback	low
填報	u			no-source	fallback	low
從業	u			no-source	fallback	low
水裏	u			no-source	fallback	low
湖南衛視	u			no-source	fallback	low
澱粉	n			cow-single	cow	medium
說一句	u			no-source	fallback	low
這幾	u			no-source	fallback	low
協調發展	u			no-source	fallback	low
好嘛	u			no-source	fallback	low
監督檢查	u			no-source	fallback	low
第一節	u			no-source	fallback	low
繳	u			no-source	fallback	low
萬名	u			no-source	fallback	low
過不去	u			no-source	fallback	low
那幫	u			no-source	fallback	low
內容均	u			no-source	fallback	low
北京奧運	u			no-source	fallback	low
去的	u			no-source	fallback	low
場館	u			no-source	fallback	low
比方	u			no-source	fallback	low
江門	u			no-source	fallback	low
產業結構	u			no-source	fallback	low
窯	n			cow-single	cow	medium
紅利	n			cow-single	cow	medium
被抓	v		passive	prefix-passive	heuristic	medium
週歲	u			no-source	fallback	low
需求量	u			no-source	fallback	low
預案	u			no-source	fallback	low
風溼	u			no-source	fallback	low
伴有	u			no-source	fallback	low
呆呆	u			no-source	fallback	low
周迅	u			no-source	fallback	low
啓蒙	n			cow-single	cow	medium
完備	u			no-source	fallback	low
工業園	u			no-source	fallback	low
張傑	u			no-source	fallback	low
用戶可以	u			no-source	fallback	low
研究成果	u			no-source	fallback	low
社會保險	u			no-source	fallback	low
經絡	u			no-source	fallback	low
先說	u			no-source	fallback	low
哈佛	u			no-source	fallback	low
太少了	u			no-source	fallback	low
客商	u			no-source	fallback	low
幫幫忙	u			no-source	fallback	low
收藏夾	u			no-source	fallback	low
有才	u			no-source	fallback	low
沒做	u			no-source	fallback	low
說句	u			no-source	fallback	low
贊助商	u			no-source	fallback	low
鄂	u			no-source	fallback	low
你想要	u			no-source	fallback	low
前幾年	u			no-source	fallback	low
多少次	u			no-source	fallback	low
富士康	u			no-source	fallback	low
很多次	u			no-source	fallback	low
春運	u			no-source	fallback	low
最簡單的	u			no-source	fallback	low
爲所欲爲	u			no-source	fallback	low
牆面	u			no-source	fallback	low
經受	v			cow-single	cow	medium
聽課	u			no-source	fallback	low
購車	u			no-source	fallback	low
閥門	u			no-source	fallback	low
雷鋒	u			no-source	fallback	low
中國石油	u			no-source	fallback	low
兩場	u			no-source	fallback	low
友情鏈接	u			no-source	fallback	low
執照	n			cow-single	cow	medium
玩耍	n,v			cow-multi	cow	medium
白馬	u			no-source	fallback	low
粉紅色	u			no-source	fallback	low
華裔	u			no-source	fallback	low
黑龍	u			no-source	fallback	low
點播	u			no-source	fallback	low
動脈	u			no-source	fallback	low
均屬	u			no-source	fallback	low
大地震	u			no-source	fallback	low
幾千年	u			no-source	fallback	low
新聞網	u			no-source	fallback	low
還有沒有	u			no-source	fallback	low
京劇	u			no-source	fallback	low
你哦	u			no-source	fallback	low
即爲	u			no-source	fallback	low
又見	u			no-source	fallback	low
成就感	n			cow-single	cow	medium
支部	n			cow-single	cow	medium
照着	u			no-source	fallback	low
綜合徵	u			no-source	fallback	low
同爲	u			no-source	fallback	low
城市裏	u			no-source	fallback	low
社會化	u			no-source	fallback	low
部部長	u			no-source	fallback	low
降至	u			no-source	fallback	low
共同努力	u			no-source	fallback	low
創造力	u			no-source	fallback	low
千古	u			no-source	fallback	low
就如	u			no-source	fallback	low
特約	u			no-source	fallback	low
用它	u			no-source	fallback	low
申請表	n			cow-single	cow	medium
管理規定	u			no-source	fallback	low
該縣	u			no-source	fallback	low
辯	u			no-source	fallback	low
部委	u			no-source	fallback	low
喫肉	u			no-source	fallback	low
幫派	u			no-source	fallback	low
插上	u			no-source	fallback	low
都可	u			no-source	fallback	low
高新區	u			no-source	fallback	low
並能	u			no-source	fallback	low
九江	u			no-source	fallback	low
可分爲	u			no-source	fallback	low
家門口	u			no-source	fallback	low
短短的	u			no-source	fallback	low
示例	u			no-source	fallback	low
第三季度	u			no-source	fallback	low
美聯儲	u			no-source	fallback	low
養護	u			no-source	fallback	low
不睡	u			no-source	fallback	low
來啦	u			no-source	fallback	low
內線	u			no-source	fallback	low
拿錢	u			no-source	fallback	low
算什麼	u			no-source	fallback	low
網格	u			no-source	fallback	low
行政機關	u			no-source	fallback	low
評比	u			no-source	fallback	low
辛勤	u			no-source	fallback	low
高中生	u			no-source	fallback	low
互助	r,v			cow-multi	cow	medium
仔細看	u			no-source	fallback	low
低位	u			no-source	fallback	low
喬丹	u			no-source	fallback	low
在華	u			no-source	fallback	low
學着	u			no-source	fallback	low
很幸福	u			no-source	fallback	low
纔會有	u			no-source	fallback	low
設置爲	u			no-source	fallback	low
買方	u			no-source	fallback	low
開封	u			no-source	fallback	low
之久	u			no-source	fallback	low
全額	u			no-source	fallback	low
常委	u			no-source	fallback	low
慢慢來	u			no-source	fallback	low
掏錢	u			no-source	fallback	low
百科	u			no-source	fallback	low
經理人	u			no-source	fallback	low
配偶	n			cow-single	cow	medium
面的	u			no-source	fallback	low
控制面板	u			no-source	fallback	low
給它	u			no-source	fallback	low
不哭	u			no-source	fallback	low
低點	u			no-source	fallback	low
商學院	u			no-source	fallback	low
怎樣才能	u			no-source	fallback	low
故宮	u			no-source	fallback	low
有較大	u			no-source	fallback	low
產品線	u			no-source	fallback	low
荷花	u			no-source	fallback	low
首款	u			no-source	fallback	low
上證	u			no-source	fallback	low
二十多	u			no-source	fallback	low
最不	u			no-source	fallback	low
班裏	u			no-source	fallback	low
管理中心	n			len4-noun-heuristic	heuristic	medium
紀委	u			no-source	fallback	low
要向	u			no-source	fallback	low
請聯繫	u			no-source	fallback	low
保鏢	n			cow-single	cow	medium
只說	u			no-source	fallback	low
城市化	u			no-source	fallback	low
奧地利	n			cow-single	cow	medium
女大學生	u			no-source	fallback	low
威望	n			cow-single	cow	medium
救市	u			no-source	fallback	low
明代	u			no-source	fallback	low
理事會	n			cow-single	cow	medium
要爲	u			no-source	fallback	low
請先	u			no-source	fallback	low
重新啓動	u			no-source	fallback	low
五筆	u			no-source	fallback	low
佈線	u			no-source	fallback	low
出廠	u			no-source	fallback	low
小戶型	u			no-source	fallback	low
工作時間	u			no-source	fallback	low
是中國人	u			no-source	fallback	low
活該	u			no-source	fallback	low
翻唱	u			no-source	fallback	low
功耗	u			no-source	fallback	low
叫了	u			no-source	fallback	low
國慶節	u			no-source	fallback	low
好可愛	u			no-source	fallback	low
張力	u			no-source	fallback	low
整數	n			cow-single	cow	medium
有你	u			no-source	fallback	low
湛江	u			no-source	fallback	low
管他	u			no-source	fallback	low
見不到	u			no-source	fallback	low
上千	u			no-source	fallback	low
也已	u			no-source	fallback	low
但不能	u			no-source	fallback	low
劉亦菲	u			no-source	fallback	low
同仁	u			no-source	fallback	low
地稅	u			no-source	fallback	low
小泉	u			no-source	fallback	low
年產	u			no-source	fallback	low
活了	u			no-source	fallback	low
深層次	u			no-source	fallback	low
那本	u			no-source	fallback	low
靈活性	u			no-source	fallback	low
鬥地主	u			no-source	fallback	low
鮮活	u			no-source	fallback	low
不累	u			no-source	fallback	low
勉爲其難	u			no-source	fallback	low
十分重要	u			no-source	fallback	low
卻不能	u			no-source	fallback	low
帷幕	n			cow-single	cow	medium
成品油	u			no-source	fallback	low
祕方	u			no-source	fallback	low
西安市	u			no-source	fallback	low
跟不上	u			no-source	fallback	low
通車	u			no-source	fallback	low
過快	u			no-source	fallback	low
主要包括	u			no-source	fallback	low
代辦	u			no-source	fallback	low
低收入	u			no-source	fallback	low
別讓	u			no-source	fallback	low
到處都是	u			no-source	fallback	low
另一位	u			no-source	fallback	low
巴掌	u			no-source	fallback	low
很愛	u			no-source	fallback	low
拖拉機	u			no-source	fallback	low
民用	u			no-source	fallback	low
漂泊	n,v			cow-multi	cow	medium
睡到	u			no-source	fallback	low
競爭優勢	u			no-source	fallback	low
覺的	u			no-source	fallback	low
麥蒂	u			no-source	fallback	low
孫悟空	u			no-source	fallback	low
就差	u			no-source	fallback	low
揭祕	u			no-source	fallback	low
舊的	u			no-source	fallback	low
護膚品	u			no-source	fallback	low
使用權	u			no-source	fallback	low
回饋	u			no-source	fallback	low
廣播電視	u			no-source	fallback	low
海南省	u			no-source	fallback	low
無法使用	u			no-source	fallback	low
生物學	u			no-source	fallback	low
發展前景	u			no-source	fallback	low
竹子	u			no-source	fallback	low
膠片	n			cow-single	cow	medium
造價	u			no-source	fallback	low
共產黨員	u			no-source	fallback	low
初三	u			no-source	fallback	low
可以獲得	u			no-source	fallback	low
喫好	u			no-source	fallback	low
坐下來	u			no-source	fallback	low
持平	u			no-source	fallback	low
複查	n,v			cow-multi	cow	medium
車手	u			no-source	fallback	low
高二	u			no-source	fallback	low
副教授	n			cow-single	cow	medium
卻沒	u			no-source	fallback	low
多頭	u			no-source	fallback	low
專爲	u			no-source	fallback	low
沒聽	u			no-source	fallback	low
火箭隊	u			no-source	fallback	low
發展規劃	u			no-source	fallback	low
編織	a,n,v			cow-multi	cow	medium
總書記	u			no-source	fallback	low
翟	u			no-source	fallback	low
職能部門	n			len4-noun-heuristic	heuristic	medium
計算器	u			no-source	fallback	low
評議	u			no-source	fallback	low
重要原因	u			no-source	fallback	low
項目組	u			no-source	fallback	low
什麼用	u			no-source	fallback	low
十年前	u			no-source	fallback	low
回訪	u			no-source	fallback	low
少喫	u			no-source	fallback	low
排查	u			no-source	fallback	low
擱	v			cow-single	cow	medium
沒有發現	u			no-source	fallback	low
祿	u			no-source	fallback	low
考勤	u			no-source	fallback	low
那也是	u			no-source	fallback	low
項目建設	u			no-source	fallback	low
不確定性	u			no-source	fallback	low
個人意見	u			no-source	fallback	low
入黨	u			no-source	fallback	low
城市規劃	u			no-source	fallback	low
小結	u			no-source	fallback	low
就買	u			no-source	fallback	low
萬餘	u			no-source	fallback	low
虔誠	u			no-source	fallback	low
倒計時	u			no-source	fallback	low
到帳	u			no-source	fallback	low
可以找到	u			no-source	fallback	low
大雪	u			no-source	fallback	low
守着	u			no-source	fallback	low
放送	u			no-source	fallback	low
新開	v			verb-suffix	heuristic	medium
真要	u			no-source	fallback	low
管理體制	u			no-source	fallback	low
陳冠希	u			no-source	fallback	low
兩百	x			numeral	heuristic	high
割肉	u			no-source	fallback	low
喫苦	u			no-source	fallback	low
一整天	u			no-source	fallback	low
併發症	n			cow-single	cow	medium
喫喝	u			no-source	fallback	low
很熱	u			no-source	fallback	low
惱火	n,v			cow-multi	cow	medium
打分	u			no-source	fallback	low
擴建	u			no-source	fallback	low
絢麗	u			no-source	fallback	low
統計數據	u			no-source	fallback	low
辨別	v			cow-single	cow	medium
鍛造	u			no-source	fallback	low
開發人員	n			len4-noun-heuristic	heuristic	medium
陽性	u			no-source	fallback	low
口袋裏	u			no-source	fallback	low
嬰幼兒	u			no-source	fallback	low
效果圖	u			no-source	fallback	low
文明用語	u			no-source	fallback	low
暗黑	u			no-source	fallback	low
替我	u			no-source	fallback	low
果子	n			cow-single	cow	medium
樣板	u			no-source	fallback	low
漲跌	u			no-source	fallback	low
第四章	u			no-source	fallback	low
美酒	u			no-source	fallback	low
計生	u			no-source	fallback	low
中國第一	u			no-source	fallback	low
先進性	u			no-source	fallback	low
啦啦啦	u			no-source	fallback	low
喧囂	n			cow-single	cow	medium
嘆了	u			no-source	fallback	low
回購	u			no-source	fallback	low
里程	u			no-source	fallback	low
你很	u			no-source	fallback	low
全國人大	u			no-source	fallback	low
創新高	u			no-source	fallback	low
張先生	u			no-source	fallback	low
曾是	u			no-source	fallback	low
村長	u			no-source	fallback	low
端午節	u			no-source	fallback	low
素養	u			no-source	fallback	low
佛山市	u			no-source	fallback	low
全國性	u			no-source	fallback	low
學分	n			cow-single	cow	medium
抄底	u			no-source	fallback	low
易建聯	u			no-source	fallback	low
是好	u			no-source	fallback	low
比較容易	u			no-source	fallback	low
癡迷	u			no-source	fallback	low
耗子	n			cow-single	cow	medium
莪	u			no-source	fallback	low
項目經理	u			no-source	fallback	low
只代表	u			no-source	fallback	low
唐代	u			no-source	fallback	low
座談	u			no-source	fallback	low
愛情故事	u			no-source	fallback	low
明確規定	u			no-source	fallback	low
有色金屬	u			no-source	fallback	low
歷年	n			cow-single	cow	medium
沒電	u			no-source	fallback	low
移動通信	u			no-source	fallback	low
聘	v			cow-single	cow	medium
厚厚的	u			no-source	fallback	low
天安門	u			no-source	fallback	low
很嚴重	u			no-source	fallback	low
您要	u			no-source	fallback	low
新作	u			no-source	fallback	low
榜首	u			no-source	fallback	low
聽他	u			no-source	fallback	low
諾頓	u			no-source	fallback	low
近兩年	u			no-source	fallback	low
都來	u			no-source	fallback	low
八十年代	u			no-source	fallback	low
刊	u			no-source	fallback	low
合夥	v			cow-single	cow	medium
搶佔	u			no-source	fallback	low
更適合	u			no-source	fallback	low
歲時	u			no-source	fallback	low
生產廠家	u			no-source	fallback	low
近距離	u			no-source	fallback	low
造反	v			cow-single	cow	medium
閱讀全文	u			no-source	fallback	low
叢書	u			no-source	fallback	low
在某	u			no-source	fallback	low
屋子裏	u			no-source	fallback	low
我寫	u			no-source	fallback	low
拜仁	u			no-source	fallback	low
是真	u			no-source	fallback	low
正準備	u			no-source	fallback	low
液壓	u			no-source	fallback	low
產品價格	u			no-source	fallback	low
臺獨	u			no-source	fallback	low
這與	u			no-source	fallback	low
長三角	u			no-source	fallback	low
不捨	u			no-source	fallback	low
偏好	u			no-source	fallback	low
功底	u			no-source	fallback	low
又可以	u			no-source	fallback	low
器械	n			cow-single	cow	medium
大學城	u			no-source	fallback	low
徐家匯	u			no-source	fallback	low
挪威	u			no-source	fallback	low
正常人	u			no-source	fallback	low
畫質	u			no-source	fallback	low
社會責任	u			no-source	fallback	low
那片	u			no-source	fallback	low
骨子裏	u			no-source	fallback	low
三季度	u			no-source	fallback	low
向她	u			no-source	fallback	low
婊子	u			no-source	fallback	low
我們倆	u			no-source	fallback	low
擁護	n,v			cow-multi	cow	medium
最後還是	u			no-source	fallback	low
滿意度	u			no-source	fallback	low
約佔	u			no-source	fallback	low
置換	n			cow-single	cow	medium
都把	u			no-source	fallback	low
黨政	u			no-source	fallback	low
不收	u			no-source	fallback	low
參保	u			no-source	fallback	low
可以利用	u			no-source	fallback	low
滄海	u			no-source	fallback	low
狄	u			no-source	fallback	low
癡癡	u			no-source	fallback	low
算算	u			no-source	fallback	low
還早	u			no-source	fallback	low
阿布	u			no-source	fallback	low
靠譜	u			no-source	fallback	low
不會出現	u			no-source	fallback	low
中央政府	n			len4-noun-heuristic	heuristic	medium
公章	u			no-source	fallback	low
甚爲	u			no-source	fallback	low
誌	u			no-source	fallback	low
說成	u			no-source	fallback	low
但仍	u			no-source	fallback	low
元以上	u			no-source	fallback	low
客戶服務	n			len4-noun-heuristic	heuristic	medium
建設工程	n			len4-noun-heuristic	heuristic	medium
王先生	u			no-source	fallback	low
環保局	u			no-source	fallback	low
腦海裏	u			no-source	fallback	low
靠在	u			no-source	fallback	low
中國國際	u			no-source	fallback	low
住處	n			cow-single	cow	medium
勞累	u			no-source	fallback	low
區委	u			no-source	fallback	low
取向	u			no-source	fallback	low
天平	n			cow-single	cow	medium
當月	u			no-source	fallback	low
二級市場	n			len4-noun-heuristic	heuristic	medium
別想	u			no-source	fallback	low
國足	u			no-source	fallback	low
女演員	n			cow-single	cow	medium
林彪	u			no-source	fallback	low
潛規則	u			no-source	fallback	low
防控	u			no-source	fallback	low
名錄	n			cow-single	cow	medium
後會	u			no-source	fallback	low
校驗	v			cow-single	cow	medium
水產	u			no-source	fallback	low
游泳池	u			no-source	fallback	low
站了	u			no-source	fallback	low
膽固醇	n			cow-single	cow	medium
華南虎	u			no-source	fallback	low
裸奔	u			no-source	fallback	low
證券投資	u			no-source	fallback	low
青島市	u			no-source	fallback	low
項目管理	u			no-source	fallback	low
你是誰	u			no-source	fallback	low
元帥	u			no-source	fallback	low
常說	u			no-source	fallback	low
我看你	u			no-source	fallback	low
更低	u			no-source	fallback	low
林志玲	u			no-source	fallback	low
睡前	u			no-source	fallback	low
臉龐	u			no-source	fallback	low
通州	u			no-source	fallback	low
利用率	u			no-source	fallback	low
原廠	u			no-source	fallback	low
奢侈品	u			no-source	fallback	low
松江	u			no-source	fallback	low
煙火	u			no-source	fallback	low
節假日	u			no-source	fallback	low
芳草	u			no-source	fallback	low
錦標賽	n			cow-single	cow	medium
商圈	u			no-source	fallback	low
對聯	u			no-source	fallback	low
最深的	u			no-source	fallback	low
柯達	u			no-source	fallback	low
水腫	n			cow-single	cow	medium
豔麗	u			no-source	fallback	low
開局	u			no-source	fallback	low
人知道	u			no-source	fallback	low
小丫頭	u			no-source	fallback	low
忘不了	u			no-source	fallback	low
忙於	v			cow-single	cow	medium
意見建議	u			no-source	fallback	low
或少	u			no-source	fallback	low
採取措施	n			len4-noun-heuristic	heuristic	medium
搞不好	u			no-source	fallback	low
海信	u			no-source	fallback	low
淋溼	u			no-source	fallback	low
狗日	u			no-source	fallback	low
當官	u			no-source	fallback	low
蟑螂	n			cow-single	cow	medium
醫療衛生	u			no-source	fallback	low
也應	u			no-source	fallback	low
增量	n			cow-single	cow	medium
對得起	u			no-source	fallback	low
算命	u			no-source	fallback	low
越來越高	u			no-source	fallback	low
那篇	u			no-source	fallback	low
邯鄲	u			no-source	fallback	low
鞍	u			no-source	fallback	low
首日	u			no-source	fallback	low
馮小剛	u			no-source	fallback	low
點上	u			no-source	fallback	low
大大提高	u			no-source	fallback	low
如水	u			no-source	fallback	low
得更	u			no-source	fallback	low
排汗	u			no-source	fallback	low
提着	u			no-source	fallback	low
擔負	u			no-source	fallback	low
破了	u			no-source	fallback	low
老馬	u			no-source	fallback	low
西方國家	n			len4-noun-heuristic	heuristic	medium
因您	u			no-source	fallback	low
如需	u			no-source	fallback	low
官僚	u			no-source	fallback	low
小王	u			no-source	fallback	low
淄博	u			no-source	fallback	low
用手機	u			no-source	fallback	low
保羅	u			no-source	fallback	low
則會	u			no-source	fallback	low
名列	u			no-source	fallback	low
墨盒	n			cow-single	cow	medium
平郵	u			no-source	fallback	low
所學	u			no-source	fallback	low
敘事	u			no-source	fallback	low
表達式	u			no-source	fallback	low
解決方法	n			len4-noun-heuristic	heuristic	medium
T恤	u			no-source	fallback	low
一命	u			no-source	fallback	low
一想	u			no-source	fallback	low
一撞	u			no-source	fallback	low
一棟	u			no-source	fallback	low
一步步	u			no-source	fallback	low
一男一女	u			no-source	fallback	low
一站	u			no-source	fallback	low
一粒聲	u			no-source	fallback	low
一覽	u			no-source	fallback	low
一遍	u			no-source	fallback	low
一頂	u			no-source	fallback	low
三刻	u			no-source	fallback	low
上演	v			cow-single	cow	medium
上述	u			no-source	fallback	low
下令	u			no-source	fallback	low
不夠	u			no-source	fallback	low
不然	u			no-source	fallback	low
不跟	u			no-source	fallback	low
不願	u			no-source	fallback	low
中二病	u			no-source	fallback	low
之事	u			no-source	fallback	low
之力	u			no-source	fallback	low
之家	u			no-source	fallback	low
九龍城	u			no-source	fallback	low
二月	n			cow-single	cow	medium
五指	u			no-source	fallback	low
人大	u			no-source	fallback	low
人民	u			no-source	fallback	low
人眼	u			no-source	fallback	low
仁	n			cow-single	cow	medium
以一個	u			no-source	fallback	low
以示	u			no-source	fallback	low
以經	u			no-source	fallback	low
仰望	u			no-source	fallback	low
仲做	u			no-source	fallback	low
仲有個	u			no-source	fallback	low
仲識	u			no-source	fallback	low
企到	u			no-source	fallback	low
但望	u			no-source	fallback	low
住戶	u			no-source	fallback	low
你姐	u			no-source	fallback	low
你畫	u			no-source	fallback	low
你響	u			no-source	fallback	low
依偎	v			cow-single	cow	medium
保管	n,v			cow-multi	cow	medium
個面	u			no-source	fallback	low
借機	u			no-source	fallback	low
倩	u			no-source	fallback	low
假扮	u			no-source	fallback	low
側頭	u			no-source	fallback	low
傳奇	u			no-source	fallback	low
先入	u			no-source	fallback	low
先啱	u			no-source	fallback	low
先肯	u			no-source	fallback	low
光猛	u			no-source	fallback	low
免	u			no-source	fallback	low
全滅	u			no-source	fallback	low
全球	u			no-source	fallback	low
全體	n			cow-single	cow	medium
兩餐	u			no-source	fallback	low
公式	n			cow-single	cow	medium
公認	v			cow-single	cow	medium
冇事㗎	u			no-source	fallback	low
再煩	u			no-source	fallback	low
凌亂	n			cow-single	cow	medium
出一	u			no-source	fallback	low
出下	u			no-source	fallback	low
出晒	u			no-source	fallback	low
出邊	u			no-source	fallback	low
分隔	n,v			cow-multi	cow	medium
前線	n			cow-single	cow	medium
剛	r			cow-single	cow	medium
副本	n			cow-single	cow	medium
劉紫千	u			no-source	fallback	low
功力	u			no-source	fallback	low
務求	u			no-source	fallback	low
勞氣	u			no-source	fallback	low
匕首	n			cow-single	cow	medium
匣子	u			no-source	fallback	low
千奇	u			no-source	fallback	low
去講	u			no-source	fallback	low
又如何	u			no-source	fallback	low
反彈	v			cow-single	cow	medium
叛徒	n			cow-single	cow	medium
古墓	n			cow-single	cow	medium
只差	u			no-source	fallback	low
可兒	u			no-source	fallback	low
台詞	n			cow-single	cow	medium
右畫	u			no-source	fallback	low
司法	u			no-source	fallback	low
司長	u			no-source	fallback	low
各地	u			no-source	fallback	low
同張	u			no-source	fallback	low
同思	u			no-source	fallback	low
同肥	u			no-source	fallback	low
吹氣	n,v			cow-multi	cow	medium
呵欠	u			no-source	fallback	low
命中	u			no-source	fallback	low
咗事	u			no-source	fallback	low
咗婚	u			no-source	fallback	low
哂力	u			no-source	fallback	low
哂氣	u			no-source	fallback	low
哨子	u			no-source	fallback	low
唐	u			no-source	fallback	low
唪	u			no-source	fallback	low
商人	n			cow-single	cow	medium
商會	u			no-source	fallback	low
啊禧	u			no-source	fallback	low
問咗	u			no-source	fallback	low
問埋	u			no-source	fallback	low
問小貞	u			no-source	fallback	low
單靠	u			no-source	fallback	low
嗅	v			cow-single	cow	medium
嘔吐	u			no-source	fallback	low
嘢飲	u			no-source	fallback	low
嘩嘩	u			no-source	fallback	low
嘲笑	v			cow-single	cow	medium
噤住	v			verb-suffix	heuristic	medium
噴射	n,v			cow-multi	cow	medium
嚇一跳	u			no-source	fallback	low
嚎	u			no-source	fallback	low
嚟得切	u			no-source	fallback	low
四散	v			cow-single	cow	medium
四樓	u			no-source	fallback	low
圍牆	n			cow-single	cow	medium
圖書	u			no-source	fallback	low
在內	u			no-source	fallback	low
在座	u			no-source	fallback	low
地氣	u			no-source	fallback	low
坐響度	u			no-source	fallback	low
埋手	u			no-source	fallback	low
城牆	u			no-source	fallback	low
埲	u			no-source	fallback	low
埸	u			no-source	fallback	low
堅決	v			cow-single	cow	medium
報以	u			no-source	fallback	low
壁報	u			no-source	fallback	low
夏子琪	u			no-source	fallback	low
外在	u			no-source	fallback	low
多士	u			no-source	fallback	low
多數人	u			no-source	fallback	low
多書	u			no-source	fallback	low
大嶼山	u			no-source	fallback	low
大幅	u			no-source	fallback	low
大殿	u			no-source	fallback	low
大計	u			no-source	fallback	low
大間	u			no-source	fallback	low
套餐	u			no-source	fallback	low
女女	u			no-source	fallback	low
好客	n			cow-single	cow	medium
好平	u			no-source	fallback	low
好忙	u			no-source	fallback	low
妖精	u			no-source	fallback	low
姨媽	n			cow-single	cow	medium
姿	u			no-source	fallback	low
娘娘	u			no-source	fallback	low
孝順	u			no-source	fallback	low
孟媽	u			no-source	fallback	low
安樂	u			no-source	fallback	low
定律	u			no-source	fallback	low
家政	u			no-source	fallback	low
宿營	v			cow-single	cow	medium
密集	u			no-source	fallback	low
實個	u			no-source	fallback	low
實情	n			cow-single	cow	medium
實會	u			no-source	fallback	low
寫寫	u			no-source	fallback	low
寫意	u			no-source	fallback	low
寶馬	u			no-source	fallback	low
寸	u			no-source	fallback	low
將件	u			no-source	fallback	low
將你	u			no-source	fallback	low
專長	n			cow-single	cow	medium
對策	u			no-source	fallback	low
小型	u			no-source	fallback	low
小貞到	u			no-source	fallback	low
少見	u			no-source	fallback	low
尚算	u			no-source	fallback	low
尾隨	v			cow-single	cow	medium
展覽	n,v			cow-multi	cow	medium
左轉	u			no-source	fallback	low
布甸	u			no-source	fallback	low
幅畫	u			no-source	fallback	low
年初一	u			no-source	fallback	low
幾型	u			no-source	fallback	low
引發	u			no-source	fallback	low
張長	u			no-source	fallback	low
強力	u			no-source	fallback	low
形態	n			cow-single	cow	medium
彥琪	u			no-source	fallback	low
徐立勤	u			no-source	fallback	low
得知	u			no-source	fallback	low
心聲	u			no-source	fallback	low
必有	u			no-source	fallback	low
忍笑	u			no-source	fallback	low
快快手	u			no-source	fallback	low
怎會	u			no-source	fallback	low
思到	u			no-source	fallback	low
惠	u			no-source	fallback	low
想衝	u			no-source	fallback	low
應用	v			cow-single	cow	medium
戈	u			no-source	fallback	low
我令	u			no-source	fallback	low
我分	u			no-source	fallback	low
我到	u			no-source	fallback	low
我得	u			no-source	fallback	low
我應	u			no-source	fallback	low
我搖	u			no-source	fallback	low
