literal	scope	current_family	proposed_family	source	evidence	confidence	verdict	review_note	audit_verdict	audit_note
東奔西跑	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
欲蓋彌彰	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
死不瞑目	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
殺身之禍	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
水土不服	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
活龍活現	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
淋漓盡致	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
清心寡慾	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
渾水摸魚	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
渾然天成	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
滿城風雨	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
潑婦罵街	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
無機可乘	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
無聲無息	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
玄之又玄	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
甜酸苦辣	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
異口同聲	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
當頭棒喝	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
百折不回	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
直抒己見	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
眼疾手快	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
瞎子摸象	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
瞭如指掌	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
笨嘴拙舌	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
約定俗成	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
細枝末節	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
罄竹難書	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
翻江倒海	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
自慚形穢	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
興味索然	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
花花世界	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
落地生根	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
虎踞龍蟠	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
虛應故事	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
虛有其表	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
蠅頭小利	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
裝神弄鬼	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
裹足不前	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
見怪不怪	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
視若無睹	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
言之成理	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
言而無信	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
認祖歸宗	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
變幻莫測	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
豆蔻年華	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
豐功偉績	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
近在咫尺	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
迷途知返	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
醍醐灌頂	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
重振旗鼓	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
銖兩悉稱	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
銘心刻骨	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
鋪天蓋地	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
長命百歲	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
門庭若市	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
閉口不言	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
陳詞濫調	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
養生之道	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
麻木不仁	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
默不作聲	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
鼎足之勢	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
鼓鼓囊囊	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
龍蛇混雜	mother-external-match	idiom	chengyu	china-idiom+agent	external-membership;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
一夕之間	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
一夜之間	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
一線之隔	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
不治而癒	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
不眠不休	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
不知廉恥	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
人無完人	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
何時何地	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
修身養性	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
冰釋前嫌	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
只欠東風	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
各顯神通	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
告一段落	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
嚴以律己	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
大放異彩	mother-unmatched	idiom	chengyu	project-pos-note+agent	existing-reviewed-note;agent-review	high	accept	existing note explicitly identifies chengyu	OK	fixed form plus reviewed definition/derivation evidence
夾手夾腳	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
學有所長	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
少之又少	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
年年有餘	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
張三李四	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
後事之師	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
後院起火	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
必不可少	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
恍若隔世	mother-unmatched	idiom	chengyu	project-pos-note+agent	existing-reviewed-note;agent-review	high	accept	existing note explicitly identifies chengyu	OK	fixed form plus reviewed definition/derivation evidence
援助之手	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
撒手人寰	mother-unmatched	idiom	chengyu	project-pos-note+agent	existing-reviewed-note;agent-review	high	accept	existing note explicitly identifies chengyu	OK	fixed form plus reviewed definition/derivation evidence
明槍易躲	mother-unmatched	idiom	chengyu	project-pos-note+agent	existing-reviewed-note;agent-review	high	accept	existing note explicitly identifies chengyu	OK	fixed form plus reviewed definition/derivation evidence
時斷時續	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
晃晃悠悠	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
晴空萬裏	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
欲振乏力	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
殺出重圍	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
氣定神閒	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
無仇無怨	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
物我兩忘	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
理虧心虛	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
生不如死	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
男男女女	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
知根知底	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
空手而回	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
絕口不提	mother-unmatched	idiom	chengyu	project-pos-note+agent	existing-reviewed-note;agent-review	high	accept	existing note explicitly identifies chengyu	OK	fixed form plus reviewed definition/derivation evidence
經久不衰	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
老夫老妻	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
老而彌堅	mother-unmatched	idiom	chengyu	project-pos-note+agent	existing-reviewed-note;agent-review	high	accept	existing note explicitly identifies chengyu	OK	fixed form plus reviewed definition/derivation evidence
自動自發	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
自取其辱	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
蓄勢待發	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
視同己出	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
豪情萬丈	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
遠近馳名	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
陰盛陽衰	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
順風順水	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
鬱鬱而終	mother-unmatched	idiom	idiom	agent	fixed-expression;insufficient-leaf-evidence	high	keep_idiom	reviewed; no defensible leaf evidence	OK	conservative umbrella terminal; no unsupported leaf claim
傾盆大雨	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
優柔寡斷	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
內外夾攻	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
出乎意外	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
切中要害	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
加減乘除	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
十字街口	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
危言聳聽	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
國計民生	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
夕陽西下	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
奄奄一息	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
奇花異卉	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
奪門而出	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
孤兒寡婦	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
容光煥發	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
心膽俱裂	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
成敗得失	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
打入冷宮	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
抑鬱寡歡	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
攻其不備	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
明升暗降	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
暮鼓晨鐘	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
暴虎馮河	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
渙然冰釋	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
猶豫不決	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
略知一二	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
眼花繚亂	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
粥少僧多	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
絢麗多彩	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
聲名狼藉	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
親臨其境	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
通風報信	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
關門大吉	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
顏面掃地	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
高頭大馬	project-pos-expansion		chengyu	china-idiom+agent	external-membership;family-unset;rich-record;agent-review	high	accept	family reviewed from definition and derivation	OK	fixed form plus reviewed definition/derivation evidence
