literal	pos	family	voice	source	evidence	confidence	verdict	review_note
漏網之魚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
漏脯充飢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
漫天大謊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
漫天遍地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
漫天遍野	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
漫山遍野	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
潑水難收	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
潛神默記	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
潛移默化	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
潛龍伏虎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
潰不成軍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
澡垢索疵	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
激濁揚清	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
濟世之才	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
濟弱扶傾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
濫竽充數	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
火上澆油	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
火冒三丈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
炯炯有神	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為五斗米折腰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為仁不富	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為善最樂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為德不終	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為所欲為	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為民請命	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為民除害	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為虎作倀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為虎添翼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
為非作歹	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
烈火乾柴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
烈火見真金	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
烏七八糟	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
烏合之眾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
烏飛兔走	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
烘雲託月	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
烜赫一時	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
烽火四起	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
焚膏繼晷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無中生有	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無事不登三寶殿	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
無事生非	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無人之境	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
無以復加	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無依無靠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無倚無靠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無傷大雅	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無價之寶	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
無冬無夏	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無功受祿	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無動於中	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
無千無萬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無可厚非	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無可救藥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無可無不可	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無可非議	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無名英雄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無堅不摧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無大無小	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無奇不有	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無妄之災	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無孔不鑽	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無家可歸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無巧不成書	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無往不利	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無往不勝	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無微不至	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無情無義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無憂無慮	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無懈可擊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所不包	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所不為	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所不用其極	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所不知	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所忌諱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所施其技	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
無所用心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所畏忌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所畏懼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無所適從	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無拳無勇	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無毒不丈夫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無獨有偶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無理取鬧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無精打采	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無聲無臭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無能為力	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無與倫比	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無言可對	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無關大局	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無關大體	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無關宏旨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無頭告示	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無風三尺浪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無風不起浪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無風作浪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
無風起浪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
焦頭爛額	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
煙花風月	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
照葫蘆畫瓢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
煮鶴焚琴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
煽風點火	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
熊腰虎背	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
熙來攘往	r	chengyu		china-idiom+agent	example-adverbial-de	high	accept	conservative syntax review
熙熙壤壤	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
熙熙攘攘	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
熟視無睹	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
熬更守夜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
熱淚盈眶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
熱鍋上的螞蟻	n	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
燃眉之急	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
燈火輝煌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
燕巢幕上	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
燕爾新婚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
燕瘦環肥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
燕雀安知鴻鵠之志	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
燕雀安知鴻鵠志	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
燕雀相賀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
營私舞弊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
燦若繁星	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
爐火純青	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
爭先恐後	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
爭長論短	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
爭風吃醋	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
父債子還	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
爽然若失	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
爾虞我詐	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牀笫之私	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牛刀小試	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牛溲馬勃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牛衣對泣	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牛角掛書	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牛頭不對馬嘴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牛驥同槽	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牝牡驪黃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牝雞司晨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牢不可破	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
物以稀為貴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
物以類聚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
物傷其類	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
物力維艱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
物換星移	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
物美價廉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
物腐蟲生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牽一髮而動全身	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
牽強附會	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牽羊擔酒	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
牽腸掛肚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
犁庭掃穴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
犬牙交錯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
犯上作亂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狂三詐四	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狂奴故態	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狂妄自大	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狂蜂浪蝶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狐假虎威	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狐死首丘	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狐群狗黨	n	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
狐裘羔袖	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狗咬呂洞賓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狗嘴裏吐不出象牙	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
狗彘不若	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狗彘不食	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狗苟蠅營	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狗逮老鼠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狹路相逢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狼吞虎嚥	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狼煙四起	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狼狽不堪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
狼號鬼哭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
猴頭猴腦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獐頭鼠目	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨佔鰲頭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨具匠心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨具隻眼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨出心裁	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨善其身	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨斷專行	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨木不成林	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨木難支	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
獨膽英雄	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
率獸食人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
率由舊章	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
玉不琢不成器	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
玉成其事	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
珍禽奇獸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
珍饈美饌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
珠光寶氣	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
珠圍翠繞	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
珠圓玉潤	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
珠流璧轉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
珠玉在側	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
現世現報	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
現身説法	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
琅琅上口	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
理所必然	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
琴瑟不調	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
琵琶別抱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瑕不掩瑜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瑕瑜互見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瑜不掩瑕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
璧合珠聯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
環堵蕭然	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瓜剖豆分	v	chengyu	passive	china-idiom+agent	fixed-patient-definition	high	accept	conservative syntax review
瓜李之嫌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瓜熟蒂落	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瓜瓞綿綿	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瓦合之卒	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
甕中捉鱉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
甘之如飴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
甘井先竭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
甘心情願	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
甘拜下風	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
甚囂塵上	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
甜言美語	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生不逢時	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生不逢辰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生吞活剝	r	chengyu		china-idiom+agent	example-adverbial-de	high	accept	conservative syntax review
生榮死哀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生死存亡	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生死相依	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生死肉骨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生米煮成熟飯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生花妙筆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生財有道	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生關死劫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
生靈塗炭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
用其所長	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
略勝一籌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
略知皮毛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
畫地為牢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
畫地為獄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
畫虎不成反類犬	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
畫虎類犬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
畫餅充飢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
異乎尋常	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
當世無雙	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
當之有愧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
當之無愧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
當務之急	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
當局者迷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
當機立斷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
當行出色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疏財仗義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疏財重義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疑心生暗鬼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疑神疑鬼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疾如旋踵	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疾如雷電	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疾惡如仇	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疾言遽色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疾風知勁草	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疾風迅雷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
疾首蹙額	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
病入膏肓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
病國殃民	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
病急亂投醫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
病民害國	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
病民蠱國	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
痛心疾首	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
痛深惡絕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
痴人説夢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
痴男怨女	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瘠人肥己	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瘠己肥人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瘡痍滿目	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瘦骨伶仃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瘦骨如柴	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
登山臨水	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
登峯造極	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
發人深省	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
發奮圖強	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
發憤圖強	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
發揚蹈厲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白圭之玷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白手興家	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白手起家	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白日做夢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白璧微瑕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白眉赤眼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白衣蒼狗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白首窮經	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
白首齊眉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百卉千葩	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百堵皆作	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百孔千瘡	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
